No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
14616,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14617,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14618,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14619,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14620,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14621,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14622,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:12288 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14623,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14624,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:24655 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14625,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:24655 RA,Non-Attack,No Attack
14626,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14627,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:63216 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14628,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:63216 RA,Non-Attack,No Attack
14629,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14630,1742894939,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14631,1742894939,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:6655 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14632,1742894939,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:6655 RA,Non-Attack,No Attack
